epoch,loss 16,val loss 16,loss 3,val loss 3,loss 8,val loss 8
0,2.107288429,1.939948404,1.988511937,1.754003084,2.014177856,1.815129876
1,1.84310607,1.766991615,1.666016678,1.588912642,1.727069863,1.65401572
2,1.708605668,1.66731782,1.538503167,1.495408022,1.602681507,1.562405086
3,1.623113067,1.598994517,1.456737158,1.43093102,1.522781544,1.497887444
4,1.560964176,1.547289443,1.396884247,1.38258512,1.463488668,1.448250818
5,1.512180585,1.505809116,1.350133929,1.344511962,1.416444155,1.408254337
6,1.472068875,1.471290302,1.312077865,1.313553917,1.377638165,1.37505765
7,1.438069533,1.441833985,1.280177959,1.287737381,1.344777685,1.346914065
8,1.408626005,1.416236198,1.25282846,1.265813518,1.316406344,1.322663212
9,1.38271238,1.393679726,1.228955524,1.246889806,1.291536833,1.301506209
10,1.359617099,1.373583174,1.207813374,1.230358493,1.269462393,1.282823682
11,1.338819938,1.355510378,1.188861024,1.215747821,1.249667125,1.26619606
12,1.319933087,1.339140117,1.171700652,1.202743661,1.231758416,1.251265252
13,1.30265582,1.3242154,1.156021786,1.191057122,1.215425936,1.237762153
14,1.286753768,1.310529375,1.141594357,1.180483103,1.200432355,1.225487065
15,1.272035881,1.297919762,1.128223621,1.170870733,1.186586213,1.214257407
16,1.258351131,1.286249793,1.115773943,1.162068999,1.173732131,1.203948367
17,1.245570989,1.275410366,1.104116131,1.153985381,1.161739144,1.194427669
18,1.233591681,1.26531142,1.093156857,1.146518528,1.150502943,1.18560456
19,1.222324453,1.255864775,1.082811802,1.139593589,1.139937221,1.177403915
20,1.21169323,1.247011733,1.07301244,1.133168066,1.129963307,1.169743514
21,1.201634496,1.238687348,1.06370353,1.127175474,1.120520567,1.162582326
22,1.192090869,1.230849385,1.05483267,1.121583593,1.111555476,1.155869126
23,1.183015609,1.223443294,1.046361589,1.116336644,1.103020351,1.149553943
24,1.174366531,1.216438854,1.038255819,1.111399484,1.094872819,1.143590784
25,1.166105298,1.209803033,1.030475442,1.106745434,1.087082092,1.137968838
26,1.158200743,1.203499913,1.022999332,1.102376711,1.079614909,1.132633483
27,1.150623715,1.197504532,1.015801873,1.098230326,1.072443061,1.127574587
28,1.143347204,1.191794038,1.008862345,1.094317758,1.065545987,1.122768724
29,1.136351717,1.186351287,1.002157134,1.090590835,1.058901158,1.118197727
30,1.129613696,1.181150901,0.995677129,1.08707068,1.052488869,1.113842094
31,1.123114459,1.17617979,0.989404135,1.083715689,1.046294657,1.109683549
32,1.116840092,1.171420157,0.983316479,1.080532563,1.040302794,1.105708671
33,1.110772698,1.166855156,0.977414561,1.077498662,1.034497914,1.101905441
34,1.104901181,1.162475729,0.971681792,1.074599957,1.028867706,1.098251951
35,1.099210934,1.15827415,0.966104815,1.07182852,1.023404439,1.094765127
36,1.093692342,1.154233062,0.96068195,1.069183755,1.018095472,1.091407835
37,1.088335077,1.150344491,0.955393483,1.066652441,1.012930516,1.088183045
38,1.083128073,1.146598887,0.950240414,1.064223707,1.007904356,1.085080349
39,1.07806436,1.142989612,0.945216937,1.061913007,1.003006879,1.082097411
40,1.073135459,1.139506447,0.940311501,1.059685874,0.998233213,1.079218793
41,1.068333393,1.136147106,0.935518881,1.057556731,0.993574253,1.076435268
42,1.063652352,1.1329,0.930835789,1.055510706,0.989028065,1.073754978
43,1.059086627,1.12976433,0.926254706,1.053535259,0.984584306,1.071175313
44,1.054628938,1.126727998,0.921772025,1.051644951,0.980240193,1.06867485
45,1.050274083,1.123791873,0.917385868,1.049822563,0.975990721,1.066248655
46,1.046018343,1.120946014,0.913086092,1.048097157,0.971833804,1.063903499
47,1.041856005,1.118185723,0.908874279,1.04638713,0.967760823,1.061644477
48,1.037783278,1.115517068,0.904745414,1.044778186,0.963772785,1.059445518
49,1.033795037,1.112924016,0.90069092,1.043212324,0.959861156,1.05732215
50,1.029889392,1.110405159,0.89671669,1.041714758,0.956028715,1.055252904
51,1.026061985,1.107962966,0.892815725,1.040260649,0.952265659,1.05325228
52,1.022309099,1.105588746,0.888980509,1.038860315,0.948573424,1.051308888
53,1.018627446,1.103283525,0.885214574,1.037519097,0.944948014,1.049415737
54,1.015015754,1.101040971,0.881514639,1.036227626,0.941387881,1.047575277
55,1.01146917,1.098853028,0.877879871,1.034953898,0.937888985,1.045801222
56,1.007986147,1.096733785,0.87430293,1.033754814,0.934450379,1.044073188
57,1.004565226,1.094666684,0.87078499,1.032574058,0.931068111,1.042381096
58,1.001201047,1.092654145,0.867320995,1.031446141,0.927741583,1.040738267
59,0.997895536,1.090690279,0.863911199,1.030354667,0.924468954,1.03913886
60,0.994642693,1.088779032,0.860553563,1.029304039,0.921248535,1.037595403
61,0.991444147,1.08691709,0.857253068,1.028286451,0.918077238,1.036073703
62,0.988295961,1.085099006,0.853995085,1.027308732,0.914954085,1.034600335
63,0.985196153,1.083327913,0.850786581,1.02635873,0.911878236,1.033165419
64,0.982145152,1.081594849,0.847624117,1.025436634,0.908847589,1.031761539
65,0.979138415,1.079906166,0.844507655,1.024549985,0.905861262,1.030396116
66,0.976176118,1.078255761,0.841436142,1.023684311,0.902916474,1.029063064
67,0.973257847,1.076647913,0.838401943,1.022858846,0.900013663,1.027758729
68,0.970380921,1.075069857,0.835417104,1.02206561,0.897149888,1.026500416
69,0.967544303,1.073534358,0.832466148,1.021293759,0.894326984,1.025265563
70,0.964746202,1.072031307,0.829555,1.020548522,0.891539629,1.024051607
71,0.961986495,1.070562685,0.826680852,1.019827819,0.888790258,1.022874075
72,0.959262968,1.069123363,0.823843091,1.019133466,0.886075634,1.021718645
73,0.956575919,1.067716753,0.821045982,1.018453681,0.883397008,1.020596856
74,0.953924763,1.066341233,0.818279501,1.017810309,0.880751195,1.019501036
75,0.95130514,1.064996576,0.81554775,1.017177951,0.878138839,1.018423146
76,0.9487199,1.06367774,0.81284923,1.016569048,0.875557768,1.017377418
77,0.946165326,1.062385595,0.810185707,1.015975875,0.873007529,1.01635133
78,0.943641931,1.061127985,0.8075503,1.015417314,0.870488957,1.015345955
79,0.941149145,1.05988344,0.804943554,1.014870614,0.867997381,1.014369625
80,0.938686544,1.058674204,0.802371909,1.014341211,0.865537539,1.013410002
81,0.936251403,1.057491165,0.799825892,1.013832557,0.863103463,1.012475806
82,0.933843882,1.056323588,0.797311377,1.013342822,0.860699809,1.011551976
83,0.931465249,1.055183256,0.794825007,1.012869722,0.858319455,1.010656673
84,0.929112891,1.054068387,0.79236617,1.012414235,0.855967073,1.009786779
85,0.926786599,1.052970695,0.789930493,1.011973506,0.853640806,1.008931172
86,0.924484758,1.051895165,0.787518706,1.011548269,0.851338996,1.008084667
87,0.922209764,1.050840795,0.78513815,1.01114049,0.849061186,1.007268441
88,0.91995636,1.049808306,0.782779761,1.010739368,0.846807511,1.006461638
89,0.917726782,1.048794067,0.780446561,1.010363483,0.84457878,1.005684048
90,0.915521426,1.047801459,0.778139513,1.009992367,0.842370647,1.004903972
91,0.913337637,1.04682216,0.775854103,1.009661978,0.840185527,1.004161465
92,0.911176615,1.045863551,0.773587777,1.009315485,0.838023041,1.003417724
93,0.909037376,1.044921196,0.771346085,1.008993077,0.83588366,1.002694929
94,0.906918405,1.043998659,0.769131549,1.008678353,0.833759738,1.001994044
95,0.904820222,1.043096226,0.76693387,1.008390695,0.831659577,1.001303273
96,0.902743889,1.042207557,0.764757939,1.008107758,0.829581511,1.000620538
97,0.900685371,1.0413284,0.762600656,1.007838494,0.827519421,0.999957478
98,0.898647239,1.040475422,0.760469834,1.007571572,0.825479016,0.999303859
99,0.896627084,1.039630258,0.758350098,1.007324851,0.823457305,0.998665416
100,0.89462711,1.038799626,0.756258108,1.007078147,0.821454499,0.998058158
101,0.892644693,1.037990272,0.754183028,1.006859779,0.819469454,0.997444254
102,0.890679696,1.037190753,0.752123159,1.006661683,0.817501048,0.996834868
103,0.888731414,1.036403793,0.750084432,1.00643279,0.815551526,0.996258903
104,0.886802298,1.035631633,0.748066729,1.006262296,0.813619294,0.995682526
105,0.88488965,1.034879714,0.746063978,1.00605824,0.811703703,0.995130509
106,0.88299255,1.034127289,0.744076559,1.005888641,0.809803242,0.994578737
107,0.881113274,1.03339631,0.742108394,1.005719972,0.807921944,0.994032753
108,0.87924821,1.032678658,0.740154729,1.005558568,0.806056516,0.993510419
109,0.877399319,1.031970054,0.738223503,1.005412614,0.804204983,0.992990273
110,0.875565534,1.031276131,0.736306146,1.005294842,0.802369518,0.992492902
111,0.873747955,1.030594283,0.734401417,1.005149448,0.800550132,0.991998595
112,0.871943292,1.029919821,0.732515004,1.005025637,0.79874312,0.991510576
113,0.870154746,1.029258716,0.730644119,1.00490706,0.79695329,0.991038275
114,0.86837968,1.028605336,0.728785843,1.004810041,0.795178105,0.990566081
115,0.866619568,1.027965152,0.726949308,1.004735023,0.793414172,0.990112424
116,0.864873417,1.027336597,0.725123473,1.004644638,0.791665622,0.989664239
117,0.863140253,1.026717007,0.723310652,1.004559225,0.789933415,0.989230776
118,0.861420835,1.026107657,0.72151213,1.004497361,0.788211575,0.988801044
119,0.859714137,1.025510949,0.71972981,1.004427707,0.786502948,0.988381928
120,0.858021016,1.024922085,0.717961873,1.004366899,0.784808545,0.987970394
121,0.856339745,1.024343157,0.716204397,1.004327351,0.783128587,0.987575459
122,0.854671433,1.02377516,0.714461806,1.004302961,0.781456389,0.987179005
123,0.853015225,1.023212159,0.712734746,1.004246098,0.779800576,0.986799157
124,0.851372965,1.022660017,0.711015846,1.004214454,0.778156292,0.986415124
125,0.849739461,1.022116584,0.70931534,1.004198927,0.776524215,0.986053866
126,0.848119736,1.021580327,0.707625568,1.004174954,0.774905503,0.985683405
127,0.846510918,1.021059501,0.705942391,1.004181355,0.773296201,0.985334224
128,0.844913433,1.020538425,0.704280967,1.00416705,0.77169804,0.984990436
129,0.843327506,1.020029444,0.702626028,1.004167718,0.770111871,0.984649926
130,0.841752239,1.019528621,0.700984089,1.004175705,0.76853717,0.984320241
131,0.840188954,1.019032389,0.699352489,1.004196382,0.766974178,0.983999401
132,0.838635668,1.018549645,0.697736722,1.004211253,0.765421116,0.983681327
133,0.837093051,1.018069023,0.696126539,1.004246491,0.763880388,0.983372068
134,0.835560185,1.017599225,0.694526249,1.004271924,0.762349233,0.983067071
135,0.834038123,1.01713686,0.692948207,1.004323965,0.760828651,0.982770896
136,0.832526523,1.016679013,0.691374026,1.004363924,0.759317697,0.982484549
137,0.831024234,1.016228855,0.689807486,1.004403692,0.757817698,0.982195163
138,0.829533347,1.015789247,0.68825509,1.00446651,0.756324691,0.981925076
139,0.828050955,1.01535362,0.686715511,1.004531515,0.754845595,0.981656837
140,0.82657704,1.014923728,0.685183783,1.004590946,0.753374421,0.981396335
141,0.825113424,1.01450398,0.683661046,1.00465886,0.751912157,0.981130826
142,0.823660515,1.014091796,0.682148784,1.004731685,0.750460737,0.980877078
143,0.822215436,1.013681531,0.680650204,1.004814243,0.749017684,0.980635661
144,0.820780003,1.013281924,0.679157793,1.004909366,0.747587424,0.98038553
145,0.819353437,1.012884545,0.677676232,1.004991215,0.746162711,0.980157262
146,0.817934924,1.012488323,0.67620575,1.005082113,0.744747316,0.979928362
147,0.816526957,1.012109309,0.67474015,1.005186146,0.743339294,0.979710829
148,0.815126734,1.011730349,0.673283464,1.00527451,0.741943628,0.97948429
149,0.813733868,1.011358488,0.671842802,1.005367893,0.740553653,0.979267067
